WORD,MPQA,OPENER,OL,VADER,DALX
stinker,-1.0,-1.0,-1.0,-1.0,-1.0
stinkers,-0.3,-0.3,-0.3,-0.3,
stinkhorn,-0.05,-0.05,-0.05,-0.05,
stinkhorns,-0.2,-0.2,-0.2,-0.2,
stinkier,-1.0,-1.0,-1.0,-1.0,-1.0
stinkiest,-1.0,-1.0,-1.0,-1.0,-1.0
stinking,-1.0,-1.0,-1.0,-1.0,-1.0
stinkingly,-0.325,-0.325,-0.325,-0.325,
stinko,-0.375,-0.375,-0.375,-0.375,
stinkpot,-0.625,-0.625,-0.625,-0.625,
stinkpots,-0.175,-0.175,-0.175,-0.175,
stinks,-1.0,-1.0,-1.0,-1.0,-1.0
stinkweed,-0.1,-0.1,-0.1,-0.1,
stinkwood,-0.025,-0.025,-0.025,-0.025,
stinky,-1.0,-1.0,-1.0,-1.0,-1.0
stir,0.0,0.0,0.0,0.0,
stirring,1.0,1.0,1.0,1.0,
stirringly,1.0,1.0,1.0,1.0,
stodgy,-1.0,-1.0,-1.0,-1.0,-1.0
stole,-1.0,-1.0,-1.0,-1.0,-1.0
stolen,-1.0,-1.0,-1.0,-1.0,-1.0
stood,-1.0,-1.0,-1.0,-1.0,-1.0
stooge,-1.0,-1.0,-1.0,-1.0,-1.0
stooges,-1.0,-1.0,-1.0,-1.0,-1.0
stop,1.0,1.0,1.0,1.0,1.0
stopped,-0.225,-0.225,-0.225,-0.225,
stopping,1.0,1.0,1.0,1.0,1.0
stops,1.0,1.0,1.0,1.0,1.0
storm,-1.0,-1.0,-1.0,-1.0,-1.0
stormy,-1.0,-1.0,-1.0,-1.0,-1.0
stout,0.175,0.175,0.175,0.175,
straggle,-1.0,-1.0,-1.0,-1.0,
straggler,-1.0,-1.0,-1.0,-1.0,-1.0
straight,-1.0,-1.0,-1.0,-1.0,-1.0
straighten,1.0,1.0,1.0,1.0,
straightforward,1.0,1.0,1.0,1.0,1.0
strain,-1.0,-1.0,-1.0,-1.0,-1.0
strained,-1.0,-1.0,-1.0,-1.0,-1.0
strainer,-1.0,-1.0,-1.0,-1.0,-1.0
strainers,-0.075,-0.075,-0.075,-0.075,
straining,-1.0,-1.0,-1.0,-1.0,-1.0
strains,1.0,1.0,1.0,1.0,1.0
strange,-1.0,-1.0,-1.0,-1.0,-1.0
strangely,-1.0,-1.0,-1.0,-1.0,-1.0
stranger,-1.0,-1.0,-1.0,-1.0,-1.0
strangest,-1.0,-1.0,-1.0,-1.0,-1.0
strangle,-1.0,-1.0,-1.0,-1.0,-1.0
strangled,-1.0,-1.0,-1.0,-1.0,-1.0
streaky,-1.0,-1.0,-1.0,-1.0,-1.0
streamlined,1.0,1.0,1.0,1.0,1.0
strength,1.0,1.0,1.0,1.0,1.0
strengthen,1.0,1.0,1.0,1.0,1.0
strengthened,1.0,1.0,1.0,1.0,1.0
strengthener,0.45,0.45,0.45,0.45,
strengtheners,0.35,0.35,0.35,0.35,
strengthening,1.0,1.0,1.0,1.0,1.0
strengthens,0.5,0.5,0.5,0.5,
strengths,1.0,1.0,1.0,1.0,1.0
strenuous,-1.0,-1.0,-1.0,-1.0,
stress,-1.0,-1.0,-1.0,-0.45,
stressed,-1.0,-1.0,-1.0,-1.0,-1.0
stresses,-0.75,-0.75,-1.0,-0.5,
stressful,-1.0,-1.0,-1.0,-0.575,
stressfully,-1.0,-1.0,-1.0,-1.0,-1.0
stressing,-0.375,-0.375,-0.375,-0.375,
stressless,1.0,1.0,1.0,1.0,1.0
stresslessness,0.4,0.4,0.4,0.4,
stressor,-0.45,-0.45,-0.45,-0.45,
stressors,-0.525,-0.525,-0.525,-0.525,
stricken,-1.0,-1.0,-1.0,-1.0,-1.0
strict,-1.0,-1.0,-1.0,-1.0,
strictly,-1.0,-1.0,-1.0,-1.0,
stride,1.0,1.0,1.0,1.0,1.0
strident,-1.0,-1.0,-1.0,-1.0,-1.0
stridently,-1.0,-1.0,-1.0,-1.0,
strides,1.0,1.0,1.0,1.0,1.0
strife,-1.0,-1.0,-1.0,-1.0,-1.0
strike,-1.0,-1.0,-1.0,-0.125,
strikers,-0.15,-0.15,-0.15,-0.15,
strikes,-1.0,-1.0,-1.0,-1.0,-1.0
striking,1.0,1.0,1.0,1.0,1.0
strikingly,1.0,1.0,1.0,1.0,
stringent,-1.0,-1.0,-1.0,-1.0,
stringently,-1.0,-1.0,-1.0,-1.0,-1.0
striving,1.0,1.0,1.0,1.0,1.0
strong,1.0,1.0,1.0,0.575,
strongbox,0.175,0.175,0.175,0.175,
strongboxes,0.075,0.075,0.075,0.075,
stronger,1.0,1.0,1.0,1.0,1.0
stronger-than-expected,0.0,0.0,0.0,0.0,
strongest,0.7375,0.7375,1.0,0.475,
stronghold,1.0,1.0,1.0,1.0,1.0
strongholds,0.25,0.25,0.25,0.25,
strongish,0.425,0.425,0.425,0.425,
strongly,0.275,0.275,0.275,0.275,
strongman,1.0,1.0,1.0,1.0,1.0
strongmen,0.125,0.125,0.125,0.125,
strongyl,0.15,0.15,0.15,0.15,
strongyles,0.05,0.05,0.05,0.05,
strongyloidosis,-0.2,-0.2,-0.2,-0.2,
strongyls,0.025,0.025,0.025,0.025,
struck,-1.0,-1.0,-1.0,-0.25,
struggle,-1.0,-1.0,-1.0,-1.0,-1.0
struggled,-0.675,-0.675,-1.0,-0.35,
struggler,-0.275,-0.275,-0.275,-0.275,
strugglers,-0.35,-0.35,-0.35,-0.35,
struggles,-0.6875,-0.6875,-1.0,-0.375,
struggling,-0.725,-0.725,-1.0,-0.45,
strut,-1.0,-1.0,-1.0,-1.0,
stubborn,-1.0,-1.0,-1.0,-1.0,-1.0
stubborner,-0.375,-0.375,-0.375,-0.375,
stubbornest,-0.15,-0.15,-0.15,-0.15,
stubbornly,-1.0,-1.0,-1.0,-1.0,-1.0
stubbornness,-1.0,-1.0,-1.0,-1.0,-1.0
stubbornnesses,-0.375,-0.375,-0.375,-0.375,
stuck,-1.0,-1.0,-1.0,-1.0,-1.0
studious,1.0,1.0,1.0,1.0,1.0
studiously,-1.0,-1.0,-1.0,-1.0,-1.0
stuffed,0.0,0.0,0.0,0.0,
stuffy,-1.0,-1.0,-1.0,-1.0,-1.0
stumble,1.0,1.0,1.0,1.0,1.0
stumbled,1.0,1.0,1.0,1.0,1.0
stumbles,-1.0,-1.0,-1.0,-1.0,
stump,-1.0,-1.0,-1.0,-1.0,-1.0
stumped,-1.0,-1.0,-1.0,-1.0,
stumps,-1.0,-1.0,-1.0,-1.0,
stun,-1.0,-1.0,-1.0,-1.0,
stunk,-1.0,-1.0,-1.0,-1.0,-1.0
stunned,-1.0,-1.0,-1.0,-1.0,-1.0
stunning,1.0,1.0,1.0,1.0,1.0
stunningly,1.0,1.0,1.0,1.0,1.0
stuns,-1.0,-1.0,-1.0,-1.0,-1.0
stunt,-1.0,-1.0,-1.0,-1.0,-1.0
stunted,-1.0,-1.0,-1.0,-1.0,-1.0
stupefy,0.0,0.0,0.0,0.0,
stupendous,1.0,1.0,1.0,1.0,1.0
stupendously,1.0,1.0,1.0,1.0,1.0
stupid,-1.0,-1.0,-1.0,-1.0,-1.0
stupider,-1.0,-1.0,-1.0,-1.0,-1.0
stupidest,-1.0,-1.0,-1.0,-1.0,-1.0
stupidities,-0.5,-0.5,-0.5,-0.5,
stupidity,-1.0,-1.0,-1.0,-1.0,-1.0
stupidly,-1.0,-1.0,-1.0,-1.0,-1.0
stupidness,-0.425,-0.425,-0.425,-0.425,
stupidnesses,-0.65,-0.65,-0.65,-0.65,
stupids,-0.575,-0.575,-0.575,-0.575,
stupified,-1.0,-1.0,-1.0,-1.0,-1.0
stupify,-1.0,-1.0,-1.0,-1.0,
stupor,-1.0,-1.0,-1.0,-1.0,-1.0
sturdier,1.0,1.0,1.0,1.0,1.0
sturdy,1.0,1.0,1.0,1.0,1.0
stutter,-1.0,-1.0,-1.0,-1.0,-1.0
stuttered,-1.0,-1.0,-1.0,-1.0,-1.0
stutterer,-0.25,-0.25,-0.25,-0.25,
stutterers,-0.275,-0.275,-0.275,-0.275,
stuttering,-1.0,-1.0,-1.0,-1.0,-1.0
stutters,-1.0,-1.0,-1.0,-1.0,-1.0
sty,-1.0,-1.0,-1.0,-1.0,-1.0
stylish,1.0,1.0,1.0,1.0,1.0
stylishly,1.0,1.0,1.0,1.0,1.0
stylized,1.0,1.0,1.0,1.0,
stymied,-1.0,-1.0,-1.0,-1.0,-1.0
suave,1.0,1.0,1.0,1.0,1.0
suavely,1.0,1.0,1.0,1.0,
sub-par,-1.0,-1.0,-1.0,-1.0,-1.0
subdued,-1.0,-1.0,-1.0,-1.0,
subjected,-1.0,-1.0,-1.0,-1.0,-1.0
subjection,-1.0,-1.0,-1.0,-1.0,
subjugate,-1.0,-1.0,-1.0,-1.0,
subjugation,-1.0,-1.0,-1.0,-1.0,
sublime,1.0,1.0,1.0,1.0,1.0
submissive,-1.0,-1.0,-1.0,-1.0,-1.0
submissively,-0.25,-0.25,-0.25,-0.25,
submissiveness,-0.175,-0.175,-0.175,-0.175,
subordinate,-1.0,-1.0,-1.0,-1.0,-1.0
subpoena,-1.0,-1.0,-1.0,-1.0,-1.0
subpoenas,-1.0,-1.0,-1.0,-1.0,
subscribe,1.0,1.0,1.0,1.0,
subservience,-1.0,-1.0,-1.0,-1.0,
subservient,-1.0,-1.0,-1.0,-1.0,-1.0
subside,-1.0,-1.0,-1.0,-1.0,-1.0
subsidize,1.0,1.0,1.0,1.0,
subsidized,-1.0,-1.0,-1.0,-1.0,-1.0
subsidizes,1.0,1.0,1.0,1.0,
subsidizing,-1.0,-1.0,-1.0,-1.0,-1.0
substandard,-1.0,-1.0,-1.0,-1.0,-1.0
substantial,1.0,1.0,1.0,1.0,1.0
substantially,1.0,1.0,1.0,1.0,
substantive,1.0,1.0,1.0,1.0,
subtle,1.0,1.0,1.0,1.0,
subtract,-1.0,-1.0,-1.0,-1.0,-1.0
subversion,-1.0,-1.0,-1.0,-1.0,
subversive,-1.0,-1.0,-1.0,-0.225,
subversively,-1.0,-1.0,-1.0,-1.0,
subvert,-1.0,-1.0,-1.0,-1.0,-1.0
succeed,1.0,1.0,1.0,1.0,1.0
succeeded,1.0,1.0,1.0,1.0,1.0
succeeder,0.3,0.3,0.3,0.3,
succeeders,0.325,0.325,0.325,0.325,
succeeding,0.775,0.775,1.0,0.55,
succeeds,1.0,1.0,1.0,1.0,1.0
succes,1.0,1.0,1.0,1.0,
success,1.0,1.0,1.0,1.0,1.0
successes,1.0,1.0,1.0,1.0,1.0
successful,1.0,1.0,1.0,1.0,1.0
successfully,1.0,1.0,1.0,1.0,1.0
successfulness,0.675,0.675,0.675,0.675,
succession,-1.0,-1.0,-1.0,-1.0,-1.0
successional,0.225,0.225,0.225,0.225,
successionally,0.275,0.275,0.275,0.275,
successions,0.025,0.025,0.025,0.025,
successive,0.275,0.275,0.275,0.275,
successively,-1.0,-1.0,-1.0,-1.0,-1.0
successiveness,0.25,0.25,0.25,0.25,
successor,1.0,1.0,1.0,1.0,1.0
successors,0.275,0.275,0.275,0.275,
succumb,-1.0,-1.0,-1.0,-1.0,-1.0
such,0.0,0.0,0.0,0.0,
suck,-1.0,-1.0,-1.0,-1.0,-1.0
sucked,-1.0,-1.0,-1.0,-1.0,-1.0
sucker,-1.0,-1.0,-1.0,-0.6,
suckered,-1.0,-1.0,-1.0,-1.0,-1.0
suckering,-0.525,-0.525,-0.525,-0.525,
suckers,-1.0,-1.0,-1.0,-1.0,-1.0
sucks,-1.0,-1.0,-1.0,-1.0,-1.0
sucky,-1.0,-1.0,-1.0,-1.0,-1.0
sue,-1.0,-1.0,-1.0,-1.0,-1.0
sued,-1.0,-1.0,-1.0,-1.0,-1.0
sueing,-1.0,-1.0,-1.0,-1.0,-1.0
sues,-1.0,-1.0,-1.0,-1.0,-1.0
suffer,-1.0,-1.0,-1.0,-1.0,-1.0
suffered,-1.0,-1.0,-1.0,-1.0,-1.0
sufferer,-1.0,-1.0,-1.0,-1.0,-1.0
sufferers,-1.0,-1.0,-1.0,-0.6,
suffering,-1.0,-1.0,-1.0,-1.0,-1.0
suffers,-1.0,-1.0,-1.0,-1.0,-1.0
suffice,1.0,1.0,1.0,1.0,
sufficed,1.0,1.0,1.0,1.0,
suffices,-1.0,-1.0,-1.0,-1.0,-1.0
sufficient,1.0,1.0,1.0,1.0,1.0
sufficiently,1.0,1.0,1.0,1.0,1.0
suffocate,-1.0,-1.0,-1.0,-1.0,-1.0
sugar-coat,-1.0,-1.0,-1.0,-1.0,-1.0
sugar-coated,-1.0,-1.0,-1.0,-1.0,-1.0
sugarcoated,-1.0,-1.0,-1.0,-1.0,
suggest,1.0,1.0,1.0,1.0,1.0
suggestions,1.0,1.0,1.0,1.0,1.0
suicidal,-1.0,-1.0,-1.0,-1.0,-1.0
suicide,-1.0,-1.0,-1.0,-1.0,-1.0
suing,-1.0,-1.0,-1.0,-1.0,-1.0
suit,1.0,1.0,1.0,1.0,
suitable,1.0,1.0,1.0,1.0,1.0
sulk,-1.0,-1.0,-1.0,-1.0,-1.0
sulking,-1.0,-1.0,-1.0,-1.0,-1.0
sulky,-1.0,-1.0,-1.0,-1.0,-1.0
sullen,-1.0,-1.0,-1.0,-1.0,-1.0
sully,-1.0,-1.0,-1.0,-1.0,-1.0
sumptuous,1.0,1.0,1.0,1.0,1.0
sumptuously,1.0,1.0,1.0,1.0,1.0
sumptuousness,1.0,1.0,1.0,1.0,1.0
sunder,-1.0,-1.0,-1.0,-1.0,
sunk,-1.0,-1.0,-1.0,-1.0,-1.0
sunken,-1.0,-1.0,-1.0,-1.0,-1.0
sunnier,0.575,0.575,0.575,0.575,
sunniest,0.6,0.6,0.6,0.6,
sunny,1.0,1.0,1.0,1.0,1.0
sunshine,1.0,1.0,1.0,1.0,1.0
sunshiny,1.0,1.0,1.0,1.0,1.0
super,1.0,1.0,1.0,1.0,1.0
superb,1.0,1.0,1.0,1.0,1.0
superbly,1.0,1.0,1.0,1.0,1.0
superficial,-1.0,-1.0,-1.0,-1.0,-1.0
superficiality,-1.0,-1.0,-1.0,-1.0,-1.0
superficially,-1.0,-1.0,-1.0,-1.0,-1.0
superfluous,-1.0,-1.0,-1.0,-1.0,-1.0
superior,1.0,1.0,1.0,1.0,1.0
superiorities,0.2,0.2,0.2,0.2,
superiority,-1.0,-1.0,-1.0,-1.0,-1.0
superiorly,0.55,0.55,0.55,0.55,
superiors,-1.0,-1.0,-1.0,-1.0,-1.0
superlative,1.0,1.0,1.0,1.0,1.0
superstition,-1.0,-1.0,-1.0,-1.0,
superstitious,-1.0,-1.0,-1.0,-1.0,-1.0
supple,1.0,1.0,1.0,1.0,1.0
support,1.0,1.0,1.0,1.0,1.0
supported,1.0,1.0,1.0,1.0,1.0
supporter,1.0,1.0,1.0,1.0,1.0
supporters,1.0,1.0,1.0,1.0,1.0
supporting,1.0,1.0,1.0,1.0,1.0
supportive,1.0,1.0,1.0,1.0,1.0
supportiveness,0.375,0.375,0.375,0.375,
supports,1.0,1.0,1.0,1.0,1.0
suppose,0.0,0.0,0.0,0.0,
supposed,-1.0,-1.0,-1.0,-1.0,
supposing,-1.0,-1.0,-1.0,-1.0,-1.0
suppress,-1.0,-1.0,-1.0,-1.0,-1.0
suppression,-1.0,-1.0,-1.0,-1.0,-1.0
supremacies,0.2,0.2,0.2,0.2,
supremacist,-1.0,-1.0,-1.0,-1.0,-1.0
supremacists,-1.0,-1.0,-1.0,-1.0,-1.0
supremacy,-1.0,-1.0,-1.0,-1.0,-1.0
suprematists,0.1,0.1,0.1,0.1,
supreme,1.0,1.0,1.0,0.65,
supremely,1.0,1.0,1.0,1.0,1.0
supremeness,0.575,0.575,0.575,0.575,
supremer,0.575,0.575,0.575,0.575,
supremest,0.55,0.55,0.55,0.55,
supremo,1.0,1.0,1.0,1.0,1.0
supremos,0.325,0.325,0.325,0.325,
supurb,1.0,1.0,1.0,1.0,1.0
supurbly,1.0,1.0,1.0,1.0,
sure,1.0,1.0,1.0,1.0,1.0
surefire,1.0,1.0,1.0,1.0,1.0
surefooted,0.475,0.475,0.475,0.475,
surefootedly,0.4,0.4,0.4,0.4,
surefootedness,0.375,0.375,0.375,0.375,
surely,1.0,1.0,1.0,1.0,1.0
sureness,0.5,0.5,0.5,0.5,
surer,0.3,0.3,0.3,0.3,
surest,0.325,0.325,0.325,0.325,
sureties,0.325,0.325,0.325,0.325,
surety,0.25,0.25,0.25,0.25,
suretyship,-0.025,-0.025,-0.025,-0.025,
suretyships,0.1,0.1,0.1,0.1,
surge,-1.0,-1.0,-1.0,-1.0,-1.0
surging,-1.0,-1.0,-1.0,-1.0,-1.0
surmise,1.0,1.0,1.0,1.0,
surmount,1.0,1.0,1.0,1.0,
surpass,1.0,1.0,1.0,1.0,1.0
surprisal,0.375,0.375,0.375,0.375,
surprisals,0.175,0.175,0.175,0.175,
surprise,0.0,0.0,0.09166666666666667,0.275,
surprised,1.0,1.0,1.0,1.0,1.0
surpriser,0.15,0.15,0.15,0.15,
surprisers,0.075,0.075,0.075,0.075,
surprises,0.225,0.225,0.225,0.225,
surprising,0.0,0.0,0.09166666666666667,0.275,
surprisingly,1.0,1.0,1.0,1.0,1.0
surreal,-1.0,-1.0,-1.0,-1.0,-1.0
surrender,-1.0,-1.0,-1.0,-1.0,-1.0
survival,1.0,1.0,1.0,1.0,
survive,1.0,1.0,1.0,1.0,
survived,0.575,0.575,0.575,0.575,
surviving,0.3,0.3,0.3,0.3,
survivor,1.0,1.0,1.0,0.375,
susceptible,-1.0,-1.0,-1.0,-1.0,-1.0
suspect,-1.0,-1.0,-1.0,-1.0,-1.0
suspected,-1.0,-1.0,-1.0,-1.0,-1.0
suspecting,-1.0,-1.0,-1.0,-1.0,-1.0
suspects,-0.35,-0.35,-0.35,-0.35,
suspend,-1.0,-1.0,-1.0,-1.0,-1.0
suspended,-0.525,-0.525,-0.525,-0.525,
suspicion,-1.0,-1.0,-1.0,-1.0,-1.0
suspicions,-1.0,-1.0,-1.0,-1.0,-1.0
suspicious,-1.0,-1.0,-1.0,-1.0,-1.0
suspiciously,-1.0,-1.0,-1.0,-1.0,-1.0
suspiciousness,-0.3,-0.3,-0.3,-0.3,
sustainability,1.0,1.0,1.0,1.0,1.0
sustainable,1.0,1.0,1.0,1.0,1.0
sustained,1.0,1.0,1.0,1.0,
sux,-1.0,-1.0,-1.0,-1.0,-1.0
swagger,-1.0,-1.0,-1.0,-1.0,
swak,0.575,0.575,0.575,0.575,
swamped,-1.0,-1.0,-1.0,-1.0,-1.0
swank,1.0,1.0,1.0,1.0,
swankier,1.0,1.0,1.0,1.0,
swankiest,1.0,1.0,1.0,1.0,1.0
swanky,1.0,1.0,1.0,1.0,1.0
swear,-1.0,-1.0,-1.0,-1.0,-1.0
swearing,-1.0,-1.0,-1.0,-1.0,-1.0
swears,0.05,0.05,0.05,0.05,
sweaty,-1.0,-1.0,-1.0,-1.0,-1.0
sweeping,1.0,1.0,1.0,1.0,
sweet,1.0,1.0,1.0,1.0,1.0
sweet<3,0.75,0.75,0.75,0.75,
sweeten,1.0,1.0,1.0,1.0,
sweetheart,1.0,1.0,1.0,1.0,1.0
sweethearts,1.0,1.0,1.0,1.0,1.0
sweetie,0.55,0.55,0.55,0.55,
sweeties,0.525,0.525,0.525,0.525,
sweetly,1.0,1.0,1.0,0.525,
sweetness,1.0,1.0,1.0,0.55,
sweets,1.0,1.0,1.0,1.0,1.0
swelled,-1.0,-1.0,-1.0,-1.0,-1.0
swelling,-1.0,-1.0,-1.0,-1.0,-1.0
swift,1.0,1.0,1.0,1.0,1.0
swiftly,0.3,0.3,0.3,0.3,
swiftness,1.0,1.0,1.0,1.0,
swindle,-1.0,-1.0,-1.0,-1.0,-1.0
swindles,-0.375,-0.375,-0.375,-0.375,
swindling,-1.0,-1.0,-1.0,-1.0,-1.0
swing,1.0,1.0,1.0,1.0,1.0
swipe,-1.0,-1.0,-1.0,-1.0,-1.0
swollen,-1.0,-1.0,-1.0,-1.0,-1.0
swoon,1.0,1.0,1.0,1.0,1.0
swore,-1.0,-1.0,-1.0,-1.0,-1.0
sworn,-1.0,-1.0,-1.0,-1.0,-1.0
sympathetic,-1.0,-1.0,-1.0,-1.0,-1.0
sympathetically,-1.0,-1.0,-1.0,-1.0,-1.0
sympathies,-1.0,-1.0,-1.0,-1.0,
sympathize,-1.0,-1.0,-1.0,-1.0,-1.0
sympathy,-1.0,-1.0,-1.0,-1.0,-1.0
symptom,-1.0,-1.0,-1.0,-1.0,-1.0
symptoms,-1.0,-1.0,-1.0,-1.0,-1.0
syndrome,-1.0,-1.0,-1.0,-1.0,-1.0
systematic,0.0,0.0,0.0,0.0,
taboo,-1.0,-1.0,-1.0,-1.0,-1.0
tacky,-1.0,-1.0,-1.0,-1.0,-1.0
tact,-1.0,-1.0,-1.0,-1.0,-1.0
taint,-1.0,-1.0,-1.0,-1.0,-1.0
tainted,-1.0,-1.0,-1.0,-1.0,-1.0
tale,-1.0,-1.0,-1.0,-1.0,-1.0
talent,1.0,1.0,1.0,1.0,1.0
talented,1.0,1.0,1.0,1.0,1.0
talentless,-1.0,-1.0,-1.0,-1.0,-1.0
talents,1.0,1.0,1.0,1.0,1.0
tall,0.0,0.0,0.0,0.0,
tamper,-1.0,-1.0,-1.0,-1.0,-1.0
tangle,-1.0,-1.0,-1.0,-1.0,-1.0
tangled,-1.0,-1.0,-1.0,-1.0,-1.0
tangles,-1.0,-1.0,-1.0,-1.0,-1.0
tank,-1.0,-1.0,-1.0,-1.0,
tanked,-1.0,-1.0,-1.0,-1.0,-1.0
tanks,-1.0,-1.0,-1.0,-1.0,
tantalize,1.0,1.0,1.0,1.0,1.0
tantalizing,1.0,1.0,1.0,1.0,1.0
tantalizingly,1.0,1.0,1.0,1.0,1.0
tantamount,-1.0,-1.0,-1.0,-1.0,-1.0
tantrum,-1.0,-1.0,-1.0,-1.0,-1.0
tantrums,-1.0,-1.0,-1.0,-1.0,-1.0
tard,-1.0,-1.0,-1.0,-1.0,-1.0
tardy,-1.0,-1.0,-1.0,-1.0,-1.0
tarnish,-1.0,-1.0,-1.0,-1.0,-1.0
tarnished,-1.0,-1.0,-1.0,-1.0,-1.0
tarnishes,-1.0,-1.0,-1.0,-1.0,-1.0
tarnishing,-1.0,-1.0,-1.0,-1.0,-1.0
taste,0.5,0.5,0.5,0.5,
tattered,-1.0,-1.0,-1.0,-1.0,-1.0
taunt,-1.0,-1.0,-1.0,-1.0,-1.0
taunting,-1.0,-1.0,-1.0,-1.0,-1.0
tauntingly,-1.0,-1.0,-1.0,-1.0,-1.0
taunts,-1.0,-1.0,-1.0,-1.0,-1.0
taut,-1.0,-1.0,-1.0,-1.0,-1.0
tawdry,-1.0,-1.0,-1.0,-1.0,-1.0
taxing,-1.0,-1.0,-1.0,-1.0,
tears,-1.0,-1.0,-1.0,-1.0,-1.0
teas,1.0,1.0,1.0,1.0,1.0
tease,-1.0,-1.0,-1.0,-0.325,
teased,-0.3,-0.3,-0.3,-0.3,
teasel,-0.025,-0.025,-0.025,-0.025,
teaseled,-0.2,-0.2,-0.2,-0.2,
teaseler,-0.2,-0.2,-0.2,-0.2,
teaselers,-0.3,-0.3,-0.3,-0.3,
teaseling,-0.1,-0.1,-0.1,-0.1,
teaselled,-0.1,-0.1,-0.1,-0.1,
teaselling,-0.05,-0.05,-0.05,-0.05,
teasels,-0.025,-0.025,-0.025,-0.025,
teaser,-0.25,-0.25,-0.25,-0.25,
teasers,1.0,1.0,1.0,1.0,1.0
teases,-0.3,-0.3,-0.3,-0.3,
teashops,0.05,0.05,0.05,0.05,
teasing,-0.075,-0.075,-0.075,-0.075,
teasingly,-1.0,-1.0,-1.0,-0.1,
teaspoon,-1.0,-1.0,-1.0,-1.0,-1.0
teaspoonful,-1.0,-1.0,-1.0,-1.0,-1.0
teaspoonfuls,0.1,0.1,0.1,0.1,
teaspoons,-1.0,-1.0,-1.0,-1.0,-1.0
teaspoonsful,0.075,0.075,0.075,0.075,
tedious,-1.0,-1.0,-1.0,-1.0,-1.0
tediously,-1.0,-1.0,-1.0,-1.0,
temerity,-1.0,-1.0,-1.0,-1.0,-1.0
temper,-1.0,-1.0,-1.0,-1.0,-1.0
temperance,1.0,1.0,1.0,1.0,
temperate,1.0,1.0,1.0,1.0,1.0
tempers,-1.0,-1.0,-1.0,-1.0,-1.0
tempest,-1.0,-1.0,-1.0,-1.0,
tempt,1.0,1.0,1.0,1.0,
temptation,-1.0,-1.0,-1.0,-1.0,
tempting,1.0,1.0,1.0,1.0,
temptingly,1.0,1.0,1.0,1.0,
tenacious,1.0,1.0,1.0,1.0,
tenaciously,1.0,1.0,1.0,1.0,
tenacity,1.0,1.0,1.0,1.0,1.0
tendency,-1.0,-1.0,-1.0,-1.0,-1.0
tender,1.0,1.0,1.0,1.0,1.0
tendered,0.125,0.125,0.125,0.125,
tenderer,0.15,0.15,0.15,0.15,
tenderers,0.3,0.3,0.3,0.3,
tenderest,1.0,1.0,1.0,1.0,1.0
tenderfeet,-0.1,-0.1,-0.1,-0.1,
tenderfoot,-0.025,-0.025,-0.025,-0.025,
tenderfoots,-0.125,-0.125,-0.125,-0.125,
tenderhearted,0.375,0.375,0.375,0.375,
tenderheartedly,0.675,0.675,0.675,0.675,
tenderheartedness,0.175,0.175,0.175,0.175,
tenderheartednesses,0.7,0.7,0.7,0.7,
tendering,0.15,0.15,0.15,0.15,
tenderization,0.05,0.05,0.05,0.05,
tenderize,0.025,0.025,0.025,0.025,
tenderized,-1.0,-1.0,-1.0,-1.0,-1.0
tenderizer,-1.0,-1.0,-1.0,-1.0,-1.0
tenderizes,0.075,0.075,0.075,0.075,
tenderizing,-1.0,-1.0,-1.0,-1.0,-1.0
tenderloin,-0.05,-0.05,-0.05,-0.05,
tenderloins,1.0,1.0,1.0,1.0,1.0
tenderly,1.0,1.0,1.0,1.0,1.0
tenderness,1.0,1.0,1.0,1.0,1.0
tendernesses,0.225,0.225,0.225,0.225,
tenderometer,0.05,0.05,0.05,0.05,
tenderometers,0.05,0.05,0.05,0.05,
tenders,1.0,1.0,1.0,1.0,1.0
tense,-1.0,-1.0,-1.0,-1.0,-1.0
tensed,-1.0,-1.0,-1.0,-1.0,-1.0
tensely,-0.3,-0.3,-0.3,-0.3,
tenseness,-0.375,-0.375,-0.375,-0.375,
tenser,-0.375,-0.375,-0.375,-0.375,
tenses,-1.0,-1.0,-1.0,-1.0,-1.0
tensest,-0.3,-0.3,-0.3,-0.3,
tensing,-1.0,-1.0,-1.0,-1.0,-1.0
tension,-1.0,-1.0,-1.0,-1.0,-1.0
tensional,-0.2,-0.2,-0.2,-0.2,
tensioned,-0.1,-0.1,-0.1,-0.1,
tensioner,-1.0,-1.0,-1.0,-1.0,-1.0
tensioners,-1.0,-1.0,-1.0,-1.0,-1.0
tensioning,-0.35,-0.35,-0.35,-0.35,
tensionless,0.15,0.15,0.15,0.15,
tensions,-0.425,-0.425,-0.425,-0.425,
tentative,1.0,1.0,1.0,1.0,1.0
tentatively,-1.0,-1.0,-1.0,-1.0,
tenuous,-1.0,-1.0,-1.0,-1.0,
tenuously,-1.0,-1.0,-1.0,-1.0,
tepid,-1.0,-1.0,-1.0,-1.0,-1.0
terrible,-1.0,-1.0,-1.0,-1.0,-1.0
terribleness,-1.0,-1.0,-1.0,-1.0,-1.0
terriblenesses,-0.65,-0.65,-0.65,-0.65,
terribly,-1.0,-1.0,-1.0,-1.0,-1.0
terrific,1.0,1.0,1.0,1.0,1.0
terrifically,1.0,1.0,1.0,1.0,1.0
terrified,-1.0,-1.0,-1.0,-1.0,-1.0
terrifies,-1.0,-1.0,-1.0,-1.0,-1.0
terrify,-1.0,-1.0,-1.0,-1.0,-1.0
